CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
CYWGTMN_SA_MJPRC_MSG_ADJ_OG	Benchmark PCC for all benes with Major Procedures Billed by Medical Specialists, Surgeons, and Other EPs in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Major Procedures Billed by Medical Specialists, Surgeons, and Other Eligible Professionals in other practices	124	Num	8	
CYWGTMN_SA_MJPRC_OP_ADJ	Benchmark PCC for all benes with Other Facility-Billed Expenses for Major Procedures	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Other Facility-Billed Expenses for Major Procedures, All Other Services category	125	Num	8	
CYWGTMN_SA_ALL_MNPRC_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by EPs	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Eligible Professionals	126	Num	8	
CYWGTMN_SA_MNPRC_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by EPs in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Eligible Professionals in practice	127	Num	8	
CYWGTMN_SA_MNPRC_PRM_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Primary Care Physicians in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Primary Care Physicians in practice	128	Num	8	
CYWGTMN_SA_MNPRC_MED_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Medical Specialists in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Medical Specialists in practice	129	Num	8	
CYWGTMN_SA_MNPRC_SRG_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Surgeons in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Surgeons in practice	130	Num	8	
CYWGTMN_SA_MNPRC_OTH_ADJ	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Other EPs in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Other Eligible Professionals in practice	131	Num	8	
CYWGTMN_SA_MNPRC_ADJ_OG	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by EPs in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Eligible Professionals in other practices	132	Num	8	
CYWGTMN_SA_MNPRC_PRM_ADJ_OG	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Primary Care Physicians in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Primary Care Physicians in other practices	133	Num	8	
CYWGTMN_SA_MNPRC_MSG_ADJ_OG	Benchmark PCC for all benes with Ambulatory/Minor Procedures Billed by Medical Specialists, Surgeons, and Other EPs in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulatory/Minor Procedures Billed by Medical Specialists, Surgeons, and Other Eligible Professionals in other practices	134	Num	8	
CYWGTMN_SA_MNPRC_OP_ADJ	Benchmark PCC for all benes with Other Facility-Billed Expenses for Ambulatory/Minor Procedures	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Other Facility-Billed Expenses for Ambulatory/Minor Procedures, All Other Services category	135	Num	8	
CYWGTMN_SA_OP_THRPY_ADJ	Benchmark PCC for all benes with Outpatient Physical, Occupational, or Speech and Language Pathology Therapy	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Outpatient Physical, Occupational, or Speech and Language Pathology Therapy	136	Num	8	
CYWGTMN_SA_TOTAL_ANC_ADJ	Benchmark PCC for all benes with Ancillary Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ancillary Services	137	Num	8	
CYWGTMN_SA_LABS_ADJ	Benchmark PCC for all benes with Laboratory, Pathology, and Other Tests	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Laboratory, Pathology, and Other Tests, Ancillary Services category	138	Num	8	
CYWGTMN_SA_IMAGING_ADJ	Benchmark PCC for all benes with Imaging Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Imaging Services, Ancillary Services category	139	Num	8	
CYWGTMN_SA_DME_COSTS_ADJ	Benchmark PCC for all benes with Durable Medical Equipment and Supplies	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Durable Medical Equipment and Supplies, Ancillary Services category	140	Num	8	
CYWGTMN_SA_TOTAL_HOSP_ADJ	Benchmark PCC for all benes with Hospital Inpatient Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Hospital Inpatient Services	141	Num	8	
CYWGTMN_SA_IN_PATIENT_ADJ	Benchmark PCC for all benes with Inpatient Hospital Facility Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Inpatient Hospital Facility Services, Hospital Inpatient Services category	142	Num	8	
CYWGTMN_SA_ALL_PHHSP_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization, Hospital Inpatient Services category	143	Num	8	
CYWGTMN_SA_PHHSP_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization Billed by practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by practice, Hospital Inpatient Services category	144	Num	8	
CYWGTMN_SA_PHHSP_PRM_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Primary Care Physicians in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Primary Care Physicians in practice, Hospital Inpatient Services category	145	Num	8	
CYWGTMN_SA_PHHSP_MED_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Medical Specialists in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Medical Specialists in practice, Hospital Inpatient Services category	146	Num	8	
CYWGTMN_SA_PHHSP_SRG_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Surgeons in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Surgeons in practice, Hospital Inpatient Services category	147	Num	8	
CYWGTMN_SA_PHHSP_OTH_ADJ	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Other EPs in practice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Other Eligible Professionals in practice, Hospital Inpatient Services category	148	Num	8	
CYWGTMN_SA_PHHSP_ADJ_OG	Benchmark PCC for all benes with EP Services During Hospitalization Billed by other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by other practices, Hospital Inpatient Services category	149	Num	8	
CYWGTMN_SA_PHHSP_PRM_ADJ_OG	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Primary Care Physicians in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Primary Care Physicians in other practices, Hospital Inpatient Services category	150	Num	8	
CYWGTMN_SA_PHHSP_MSG_ADJ_OG	Benchmark PCC for all benes with EP Services During Hospitalization Billed by Medical Specialists, Surgeons, and Other EPs in other practices	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Eligible Professional Services During Hospitalization Billed by Medical Specialists, Surgeons, and Other Eligible Professionals in other practices, Hospital Inpatient Services category	151	Num	8	
CYWGTMN_SA_TOTAL_ER_ADJ	Benchmark PCC for all benes with Emergency Services Not Included in a Hospital Admission	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Emergency Services Not Included in a Hospital Admission	152	Num	8	
CYWGTMN_SA_ER_ALL_EANDM_ADJ	Benchmark PCC for all benes with Emergency EM Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Emergency Evaluation  Management Services, Emergency Services Not Included in a Hospital Admission category	153	Num	8	
CYWGTMN_SA_ER_ALL_PROCS_ADJ	Benchmark PCC for all benes with Emergency Procedures	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Procedures, Emergency Services Not Included in a Hospital Admission category	154	Num	8	
CYWGTMN_SA_ER_ALL_LABS_ADJ	Benchmark PCC for all benes with Emergency Laboratory, Pathology, and Other Tests	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Laboratory, Pathology, and Other Tests, Emergency Services Not Included in a Hospital Admission category	155	Num	8	
CYWGTMN_SA_ER_ALL_IMAG_ADJ	Benchmark PCC for all benes with Emergency Imaging Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Imaging Services, Emergency Services Not Included in a Hospital Admission category	156	Num	8	
CYWGTMN_SA_TOTAL_PA_ADJ	Benchmark PCC for all benes with Post-Acute Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Post-Acute Services	157	Num	8	
CYWGTMN_SA_HOME_HEALTH_ADJ	Benchmark PCC for all benes with Home Health	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Home Health, Post-Acute Services category	158	Num	8	
CYWGTMN_SA_SNF_STAY_ADJ	Benchmark PCC for all benes with Skilled Nursing Facility	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Skilled Nursing Facility, Post-Acute Services category	159	Num	8	
CYWGTMN_SA_REHAB_ADJ	Benchmark PCC for all benes with Inpatient Rehabilitation or Long-Term Care Hospital	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Inpatient Rehabilitation or Long-Term Care Hospital, Post-Acute Services category	160	Num	8	
CYWGTMN_SA_HOSPICE_ADJ	Benchmark PCC for all benes with Hospice	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Hospice	161	Num	8	
CYWGTMN_SA_OTH_ADJ	Benchmark PCC for all benes with All Other Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with All Other Services	162	Num	8	
CYWGTMN_SA_OTH_AMB_SVCS_ADJ	Benchmark PCC for all benes with Ambulance Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Ambulance Services, All Other Services category	163	Num	8	
CYWGTMN_SA_OTH_CHMO_PTB_ADJ	Benchmark PCC for all benes with Chemotherapy and Other Part B-Covered Drugs	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Chemotherapy and Other Part B-Covered Drugs, All Other Services category	164	Num	8	
CYWGTMN_SA_DLYSIS_ADJ	Benchmark PCC for all benes with Dialysis	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Dialysis, All Other Services category	165	Num	8	
CYWGTMN_SA_ANESTH_ADJ	Benchmark PCC for all benes with Anesthesia Services	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with Anesthesia Services, All Other Services category	166	Num	8	
CYWGTMN_SA_ALL_OTH_SVCS_ADJ	Benchmark PCC for all benes with All Other Services Not Otherwise Classified	2016 benchmark (national mean) per capita cost for all attributed beneficiaries with All Other Services Not Otherwise Classified, All Other Services category	167	Num	8	
